SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
3,Total,0,0.7923012196,0.7923012196,2006-08-01 00:00:00,August 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.795072042,0.795072042,2006-09-01 00:00:00,September 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.794259895,0.794259895,2006-10-01 00:00:00,October 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7978194069,0.7978194069,2006-11-01 00:00:00,November 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.800217171,0.800217171,2006-12-01 00:00:00,December 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7967828616,0.7967828616,2007-01-01 00:00:00,January 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8007596232,0.8007596232,2007-02-01 00:00:00,February 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8115850221,0.8115850221,2007-03-01 00:00:00,March 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8113750874,0.8113750874,2007-04-01 00:00:00,April 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8069605099,0.8069605099,2007-05-01 00:00:00,May 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8076223353,0.8076223353,2007-06-01 00:00:00,June 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8052414704,0.8052414704,2007-07-01 00:00:00,July 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8042534828,0.8042534828,2007-08-01 00:00:00,August 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8069183794,0.8069183794,2007-09-01 00:00:00,September 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8067398463,0.8067398463,2007-10-01 00:00:00,October 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8097440141,0.8097440141,2007-11-01 00:00:00,November 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8106204784,0.8106204784,2007-12-01 00:00:00,December 2007,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.808081482,0.808081482,2008-01-01 00:00:00,January 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8123457184,0.8123457184,2008-02-01 00:00:00,February 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.821120872,0.821120872,2008-03-01 00:00:00,March 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8200793633,0.8200793633,2008-04-01 00:00:00,April 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8164584225,0.8164584225,2008-05-01 00:00:00,May 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.816100544,0.816100544,2008-06-01 00:00:00,June 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8136681164,0.8136681164,2008-07-01 00:00:00,July 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8128595401,0.8128595401,2008-08-01 00:00:00,August 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8111720613,0.8111720613,2008-09-01 00:00:00,September 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8138705586,0.8138705586,2008-10-01 00:00:00,October 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8174536139,0.8174536139,2008-11-01 00:00:00,November 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8152591125,0.8152591125,2008-12-01 00:00:00,December 2008,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8133903711,0.8133903711,2009-01-01 00:00:00,January 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.820268017,0.820268017,2009-02-01 00:00:00,February 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8305510954,0.8305510954,2009-03-01 00:00:00,March 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8286566542,0.8286566542,2009-04-01 00:00:00,April 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8239655582,0.8239655582,2009-05-01 00:00:00,May 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8227290053,0.8227290053,2009-06-01 00:00:00,June 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8148031298,0.8148031298,2009-07-01 00:00:00,July 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.812267801,0.812267801,2009-08-01 00:00:00,August 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8159228551,0.8159228551,2009-09-01 00:00:00,September 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8254994381,0.8254994381,2009-10-01 00:00:00,October 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8232768823,0.8232768823,2009-11-01 00:00:00,November 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8220395606,0.8220395606,2009-12-01 00:00:00,December 2009,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.819717725,0.819717725,2010-01-01 00:00:00,January 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8242845416,0.8242845416,2010-02-01 00:00:00,February 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8310156795,0.8310156795,2010-03-01 00:00:00,March 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8340166983,0.8340166983,2010-04-01 00:00:00,April 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8283837053,0.8283837053,2010-05-01 00:00:00,May 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8271258044,0.8271258044,2010-06-01 00:00:00,June 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.823409012,0.823409012,2010-07-01 00:00:00,July 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8225876438,0.8225876438,2010-08-01 00:00:00,August 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8226316401,0.8226316401,2010-09-01 00:00:00,September 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8236856655,0.8236856655,2010-10-01 00:00:00,October 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8247708754,0.8247708754,2010-11-01 00:00:00,November 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.826162231,0.826162231,2010-12-01 00:00:00,December 2010,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.824690845,0.824690845,2011-01-01 00:00:00,January 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8286799893,0.8286799893,2011-02-01 00:00:00,February 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8359651195,0.8359651195,2011-03-01 00:00:00,March 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8397473548,0.8397473548,2011-04-01 00:00:00,April 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8369523528,0.8369523528,2011-05-01 00:00:00,May 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8371418936,0.8371418936,2011-06-01 00:00:00,June 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8343320643,0.8343320643,2011-07-01 00:00:00,July 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8345470793,0.8345470793,2011-08-01 00:00:00,August 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8352311549,0.8352311549,2011-09-01 00:00:00,September 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8359337919,0.8359337919,2011-10-01 00:00:00,October 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8355892273,0.8355892273,2011-11-01 00:00:00,November 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8377715235,0.8377715235,2011-12-01 00:00:00,December 2011,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8347815855,0.8347815855,2012-01-01 00:00:00,January 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8385754885,0.8385754885,2012-02-01 00:00:00,February 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8488916633,0.8488916633,2012-03-01 00:00:00,March 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8489394406,0.8489394406,2012-04-01 00:00:00,April 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8471822201,0.8471822201,2012-05-01 00:00:00,May 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8473989549,0.8473989549,2012-06-01 00:00:00,June 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8421819855,0.8421819855,2012-07-01 00:00:00,July 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8433586381,0.8433586381,2012-08-01 00:00:00,August 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.847576236,0.847576236,2012-09-01 00:00:00,September 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8463273028,0.8463273028,2012-10-01 00:00:00,October 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8482769952,0.8482769952,2012-11-01 00:00:00,November 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8492305004,0.8492305004,2012-12-01 00:00:00,December 2012,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8469489057,0.8469489057,2013-01-01 00:00:00,January 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8504397757,0.8504397757,2013-02-01 00:00:00,February 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8620459579,0.8620459579,2013-03-01 00:00:00,March 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8592196126,0.8592196126,2013-04-01 00:00:00,April 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8560715859,0.8560715859,2013-05-01 00:00:00,May 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8579793853,0.8579793853,2013-06-01 00:00:00,June 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8548137453,0.8548137453,2013-07-01 00:00:00,July 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8559346465,0.8559346465,2013-08-01 00:00:00,August 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8572939764,0.8572939764,2013-09-01 00:00:00,September 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8570052828,0.8570052828,2013-10-01 00:00:00,October 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.859262883,0.859262883,2013-11-01 00:00:00,November 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8593369773,0.8593369773,2013-12-01 00:00:00,December 2013,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8573439314,0.8573439314,2014-01-01 00:00:00,January 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8620871133,0.8620871133,2014-02-01 00:00:00,February 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8729357315,0.8729357315,2014-03-01 00:00:00,March 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8712995203,0.8712995203,2014-04-01 00:00:00,April 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8671316357,0.8671316357,2014-05-01 00:00:00,May 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8680524801,0.8680524801,2014-06-01 00:00:00,June 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8655887925,0.8655887925,2014-07-01 00:00:00,July 2014,0,0, ,%null%,0,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8667872509,0.8667872509,2014-08-01 00:00:00,August 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.867600541,0.867600541,2014-09-01 00:00:00,September 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.868649288,0.868649288,2014-10-01 00:00:00,October 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8698602798,0.8698602798,2014-11-01 00:00:00,November 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8686456615,0.8686456615,2014-12-01 00:00:00,December 2014,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8651843051,0.8651843051,2015-01-01 00:00:00,January 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8670368698,0.8670368698,2015-02-01 00:00:00,February 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8711663281,0.8711663281,2015-03-01 00:00:00,March 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8829894641,0.8829894641,2015-04-01 00:00:00,April 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8784897741,0.8784897741,2015-05-01 00:00:00,May 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.875478175,0.875478175,2015-06-01 00:00:00,June 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.872167373,0.872167373,2015-07-01 00:00:00,July 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8741626777,0.8741626777,2015-08-01 00:00:00,August 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8732146602,0.8732146602,2015-09-01 00:00:00,September 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8741066108,0.8741066108,2015-10-01 00:00:00,October 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8757903619,0.8757903619,2015-11-01 00:00:00,November 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8766261601,0.8766261601,2015-12-01 00:00:00,December 2015,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8766792515,0.8766792515,2016-01-01 00:00:00,January 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.877732697,0.877732697,2016-02-01 00:00:00,February 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8809495208,0.8809495208,2016-03-01 00:00:00,March 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8897169877,0.8897169877,2016-04-01 00:00:00,April 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8852447449,0.8852447449,2016-05-01 00:00:00,May 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8829399934,0.8829399934,2016-06-01 00:00:00,June 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8799218625,0.8799218625,2016-07-01 00:00:00,July 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8796270398,0.8796270398,2016-08-01 00:00:00,August 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8797933252,0.8797933252,2016-09-01 00:00:00,September 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8810551505,0.8810551505,2016-10-01 00:00:00,October 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8810028993,0.8810028993,2016-11-01 00:00:00,November 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8807421266,0.8807421266,2016-12-01 00:00:00,December 2016,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8789400606,0.8789400606,2017-01-01 00:00:00,January 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8822308365,0.8822308365,2017-02-01 00:00:00,February 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8849865473,0.8849865473,2017-03-01 00:00:00,March 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8958531452,0.8958531452,2017-04-01 00:00:00,April 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8892333142,0.8892333142,2017-05-01 00:00:00,May 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8870806902,0.8870806902,2017-06-01 00:00:00,June 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8862782996,0.8862782996,2017-07-01 00:00:00,July 2017,0,0, ,%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8850148284,0.8850148284,2017-08-01 00:00:00,August 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8852967489,0.8852967489,2017-09-01 00:00:00,September 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8856665034,0.8856665034,2017-10-01 00:00:00,October 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8855692743,0.8855692743,2017-11-01 00:00:00,November 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8851987304,0.8851987304,2017-12-01 00:00:00,December 2017,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8833279006,0.8833279006,2018-01-01 00:00:00,January 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8864622333,0.8864622333,2018-02-01 00:00:00,February 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8884026837,0.8884026837,2018-03-01 00:00:00,March 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8934546427,0.8934546427,2018-04-01 00:00:00,April 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8981284217,0.8981284217,2018-05-01 00:00:00,May 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8912323898,0.8912323898,2018-06-01 00:00:00,June 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8885015333,0.8885015333,2018-07-01 00:00:00,July 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8863023499,0.8863023499,2018-08-01 00:00:00,August 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.889168691,0.889168691,2018-09-01 00:00:00,September 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.886221929,0.886221929,2018-10-01 00:00:00,October 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8866573564,0.8866573564,2018-11-01 00:00:00,November 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8858231693,0.8858231693,2018-12-01 00:00:00,December 2018,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8846095714,0.8846095714,2019-01-01 00:00:00,January 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8864631487,0.8864631487,2019-02-01 00:00:00,February 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8876556693,0.8876556693,2019-03-01 00:00:00,March 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8946053763,0.8946053763,2019-04-01 00:00:00,April 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8997843965,0.8997843965,2019-05-01 00:00:00,May 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8941778115,0.8941778115,2019-06-01 00:00:00,June 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8858694899,0.8858694899,2019-07-01 00:00:00,July 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8843340729,0.8843340729,2019-08-01 00:00:00,August 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8841257855,0.8841257855,2019-09-01 00:00:00,September 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8816910138,0.8816910138,2019-10-01 00:00:00,October 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8814110079,0.8814110079,2019-11-01 00:00:00,November 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8804226462,0.8804226462,2019-12-01 00:00:00,December 2019,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8775865997,0.8775865997,2020-01-01 00:00:00,January 2020,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8778949733,0.8778949733,2020-02-01 00:00:00,February 2020,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
