chart_4_series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values (currency format))-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(chart_4_tooltip_variable_text2)-alias,ATTR(rolling_tooltip_text)-alias,ATTR(chart_4_tooltip_variable_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias
Total benefit,Total,0,93246640.6,93246640.6,93246640.6,1992-02-01 00:00:00,February 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,118863269.15,118863269.15,118863269.15,1992-03-01 00:00:00,March 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,117252054.15,117252054.15,117252054.15,1992-04-01 00:00:00,April 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,120035432.6,120035432.6,120035432.6,1992-05-01 00:00:00,May 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,125294683.05,125294683.05,125294683.05,1992-06-01 00:00:00,June 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,126203959.5,126203959.5,126203959.5,1992-07-01 00:00:00,July 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,124638717.25,124638717.25,124638717.25,1992-08-01 00:00:00,August 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,122633641.15,122633641.15,122633641.15,1992-09-01 00:00:00,September 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,122931487.45,122931487.45,122931487.45,1992-10-01 00:00:00,October 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,122942977.45,122942977.45,122942977.45,1992-11-01 00:00:00,November 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,117138075.5,117138075.5,117138075.5,1992-12-01 00:00:00,December 1992,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,111696716.35,111696716.35,111696716.35,1993-01-01 00:00:00,January 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,116871589.95,116871589.95,116871589.95,1993-02-01 00:00:00,February 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,140357143.55,140357143.55,140357143.55,1993-03-01 00:00:00,March 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,125265767.65,125265767.65,125265767.65,1993-04-01 00:00:00,April 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,135957473.55,135957473.55,135957473.55,1993-05-01 00:00:00,May 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,134660173.75,134660173.75,134660173.75,1993-06-01 00:00:00,June 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,139016885.75,139016885.75,139016885.75,1993-07-01 00:00:00,July 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,147382013.75,147382013.75,147382013.75,1993-08-01 00:00:00,August 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,138630203.3,138630203.3,138630203.3,1993-09-01 00:00:00,September 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,132460107.4,132460107.4,132460107.4,1993-10-01 00:00:00,October 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,139045321.1,139045321.1,139045321.1,1993-11-01 00:00:00,November 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,126514259.6,126514259.6,126514259.6,1993-12-01 00:00:00,December 1993,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,119305387.1,119305387.1,119305387.1,1994-01-01 00:00:00,January 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,125867633.9,125867633.9,125867633.9,1994-02-01 00:00:00,February 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,151583707.95,151583707.95,151583707.95,1994-03-01 00:00:00,March 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,131292704.8,131292704.8,131292704.8,1994-04-01 00:00:00,April 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,150494756.75,150494756.75,150494756.75,1994-05-01 00:00:00,May 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,144294977.1,144294977.1,144294977.1,1994-06-01 00:00:00,June 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,148143346.8,148143346.8,148143346.8,1994-07-01 00:00:00,July 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,161383816.05,161383816.05,161383816.05,1994-08-01 00:00:00,August 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,143572760.2,143572760.2,143572760.2,1994-09-01 00:00:00,September 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,140402729.9,140402729.9,140402729.9,1994-10-01 00:00:00,October 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,145012470.85,145012470.85,145012470.85,1994-11-01 00:00:00,November 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,129219839.85,129219839.85,129219839.85,1994-12-01 00:00:00,December 1994,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,131637236.05,131637236.05,131637236.05,1995-01-01 00:00:00,January 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,135318035.9,135318035.9,135318035.9,1995-02-01 00:00:00,February 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,159597657.35,159597657.35,159597657.35,1995-03-01 00:00:00,March 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,134556574.65,134556574.65,134556574.65,1995-04-01 00:00:00,April 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,167517839.9,167517839.9,167517839.9,1995-05-01 00:00:00,May 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,157870034.7,157870034.7,157870034.7,1995-06-01 00:00:00,June 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,159383114.55,159383114.55,159383114.55,1995-07-01 00:00:00,July 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,172009179.7,172009179.7,172009179.7,1995-08-01 00:00:00,August 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,151501940.2,151501940.2,151501940.2,1995-09-01 00:00:00,September 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,155440263.95,155440263.95,155440263.95,1995-10-01 00:00:00,October 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,154591024,154591024,154591024,1995-11-01 00:00:00,November 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,134998235.25,134998235.25,134998235.25,1995-12-01 00:00:00,December 1995,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,145808831.5,145808831.5,145808831.5,1996-01-01 00:00:00,January 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,148837179.35,148837179.35,148837179.35,1996-02-01 00:00:00,February 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,158774246.8,158774246.8,158774246.8,1996-03-01 00:00:00,March 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,153149760.8,153149760.8,153149760.8,1996-04-01 00:00:00,April 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,169973343.75,169973343.75,169973343.75,1996-05-01 00:00:00,May 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,156645935.7,156645935.7,156645935.7,1996-06-01 00:00:00,June 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,171763638.15,171763638.15,171763638.15,1996-07-01 00:00:00,July 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,168736686.7,168736686.7,168736686.7,1996-08-01 00:00:00,August 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,157368307.35,157368307.35,157368307.35,1996-09-01 00:00:00,September 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,161808388.75,161808388.75,161808388.75,1996-10-01 00:00:00,October 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,154724922.65,154724922.65,154724922.65,1996-11-01 00:00:00,November 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,141545388.95,141545388.95,141545388.95,1996-12-01 00:00:00,December 1996,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,144677433.1,144677433.1,144677433.1,1997-01-01 00:00:00,January 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,144749689.7,144749689.7,144749689.7,1997-02-01 00:00:00,February 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,152968384.4,152968384.4,152968384.4,1997-03-01 00:00:00,March 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,164550006.5,164550006.5,164550006.5,1997-04-01 00:00:00,April 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,166605640.05,166605640.05,166605640.05,1997-05-01 00:00:00,May 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,160239421.15,160239421.15,160239421.15,1997-06-01 00:00:00,June 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,177072562.5,177072562.5,177072562.5,1997-07-01 00:00:00,July 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,168964920.85,168964920.85,168964920.85,1997-08-01 00:00:00,August 1997,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
